Publication Year,Author,Title,Url,Abstract,Keywords,Downloads
2014,Tina Moor; Andrea Weber Marin; Janine Häberle,An aesthetic approach to the use of textiles in architecture,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1941&context=drs-conference-papers,"Current trends indicate that ways of living will change due to longer life expectation, urbanization, scarcity of raw materials and energy resources and increased mobility leading to a need for flexible housing.1. 2. Using textiles in architecture can be energy efficient and economic: it is lighter to transport and easier to (dis)assemble. We are interested in an aesthetic approach to using textiles in architecture: textiles can i.e. be soft, foldable, elastic and they are available in a variety of colours and textures. We want to play with the sensory capacity of textile to give architectural spaces a different touch and feel. Our team of designers, architects and engineers at the Lucerne University of Applied Sciences and Arts (LUASA) is currently working on the project ‘Stoffwechsel’ (“textile change”) with the aim to disclose the aesthetic potential of textiles in architecture. In this paper we focus on two sub-components within the ‘Stoffwechsel’ project: textile insulation and textile pavilion. We present the state of the art and key learnings from the project and end the paper with offering suggestions for further research.",Textile architecture; textile aesthetic; sustainability; insulation;,"3077"
2014,Miika Toivanen; Minna Huotilainen; Huageng Chi; Pirita Seitamaa-Hakkarainen,An automatic open-source analysis method for video and audio recordings of co-design processes,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1980&context=drs-conference-papers,"In co-design of several persons utilizing different materials together, capturing movement and position information of the hands as well as the speaking patterns of the designers provide answers to research questions related to social aspects of the co-design situation. Special motion-capture devices exist for precise movement tracking. They are, however, typically expensive and may restrict the movement of the designers. Recording the design sessions with a simple web camera offers a low-cost way to obtain the hand locations accurately enough but exploring the videos manually is a time-consuming and error-prone task. In this paper, we propose an inexpensive and automatic method to acquire information on the position of the hands and on the use of voice of the co-designers. We are offering our Matlab code as open source for other researchers and designers to use in their work and to amend.",Co-design processes; Audio and video analysis; Hand tracking; Bayesian modeling; Open-source,97
2014,Peter Scupelli; Bruce Hanington,"An Evidence-Based Design approach for function, usability, emotion, and pleasure in studio redesign",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2026&context=drs-conference-papers,"Studio-based design education is changing to include multidisciplinary design teams, geographically distributed teams, information technology, and new work styles. In this paper, we present the research findings from a graduate studio redesign using an Evidence-Based Design approach with measures and outcomes for function, pleasure, and the emotional needs of users. Located in a design school at a research university in the United States, we conducted four types of pre- and post-occupancy measures: observations, interviews, surveys, and diary studies. Six issues informed studio redesign: Aesthetics, Acoustics, Collaboration, Faculty Interaction, Sociability, and Stewardship. We transformed a single room design studio into four interconnected spaces: an area with individual workspaces, collaborative spaces, a kitchen and social cafe area, and a classroom with distance learning technology. Student satisfaction significantly improved in the new studio according to survey results. Some participants’ open-ended survey comments suggest that functional needs were met, but some pleasure-related and emotional needs linked to habitation were problematic. Claiming of individual workspaces and limited social norms were linked to mixed positive and negative responses on aesthetics and acoustics. Collaborative and social spaces, where there is no expectation of ownership, had uniformly positive results in both closed- and open-ended survey results.",design studio education; learning environments; design research; Evidence-Based Design,299
2014,Mengting Zhang,An Investigation of Interactive Environment Design Constraints,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2004&context=drs-conference-papers,"Creating interactive environment for public is a complex task, as designers have to manually adhere to various considerations, especially with involvement of stakeholders from divers background. In real world, the quality of a design result is generally determined by the degree to which compliance constraints have been reached. In contrast to most research about design constraints on technic application, user interface, or architecture, scanty study has been conducted on the constraints of environment design that synchronize interactive experience from comprehensive perspectives. As technology evolves at tremendous speed and interaction design has intertwines with environment experience more and more, it is necessary to discuss the constraints of Interactive Environment Design (IED). In this work, we present an integrated framework to create desirable IED for public use considering both internal parties and external stakeholders. Specifically, we analyze three types of constraints related to IED including management constraints, input constraints and system constraints. The proposed framework is investigated through the case study of Shek Kip Mei IED project for public use in Hong Kong. It could be used as a reference for academic research and industry practice in the future.","Interactive environment design, Constraints, Variables",83
2014,Elisabeth Petermann,Archaeology of the Future Reconsidering the Place and Nature of Trend forecasting in Design Discourse,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1958&context=drs-conference-papers,"This paper examines the place of trend forecasting in current design debates concerning the varying notion of design being a change agent and crafting the future, in order to point to a limited understanding of trend forecasting within these debates. Moreover, the paper indicates research gaps in the rare examinations of the phenomenon of trend forecasting. It is almost as if trend forecasting is an invisible force and an intangible phenomenon. Its directive power remains unrecognized and therefore under-conceptualized in design discourse. The practice is considered as commercial and thus unworthy for academic attention. Therefore this paper illustrates briefly the dissemination of the trend forecasting industry and its trajectory from being merely used for fashion style advice to becoming political and having effect on major operators of society. The presented theoretical framework is part of the underlying PhD project: Archaeology of the future - Inside the culture of trend forecasting. An ethnographic study has been commenced to explore the phenomenon of trend forecasting and its immanent concepts. This paper advocates that such a detailed analysis can deliver useful insights to design discourse by helping to understand aspects of future making, the development of discursive power and the driving forces behind material culture and change, as well as contributing to the discussion of changing notions of design.",Trend forecasting; futures studies; design debate; change; future;,424
2014,Blair Kuys; Clara C. Usma-Alvarez; Charlie Ranscombe,Are you a designer or an engineer? We are both. An insight into Product Design Engineering through graduate reflection,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1936&context=drs-conference-papers,"This study was developed to understand the relationship between Product Design Engineering education and Product Design Engineers in industry. It is the intention of the authors to communicate data gathered from Product Design Engineering graduates from Swinburne University of Technology in Melbourne, Australia, to better determine the roles and responsibilities of a Product Design Engineer in the workforce. This information provides a learning platform for other Product Design Engineering programs, as well as create a greater understanding in industry as to what a Product Design Engineer can contribute to product development or manufacturing industries. The overall objective of this research is to continually improve Product Design Engineering education around the world to align closely with industry expectations and to differentiate Product Design Engineers from Industrial Designers and Mechanical Engineers. With this aim, a focus group and survey-based data collection of Product Design Engineering graduates was completed to provide a greater understanding of the roles a Product Design Engineer has in a professional context.",Product Design Engineering; Graduate; Industry; Survey,565
2014,Danny Godin; Mithra Zahedi,Aspects of Research through Design: A Literature Review,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2006&context=drs-conference-papers,"Research through design is, by nature, embedded in the design process. In other words, while its main concern is to inform a research question, it also must be concerned with the end product of the design. As such, designers/researchers become concerned with the same type of “wicked problems” the professional designers are, especially when using research through design. Moreover, they also add a new layer of complications that are inherent to research. Since the approach is quickly gaining in popularity, it is necessary to develop a base of knowledge about it. Thus, this paper’s aim is to present a literature review of texts about research through design to demystify this approach and provide a deeper understanding for future work in the field. The gathered views on the subject are then classified into one of six sets of aspects: ontological aspects, epistemological aspects, methodological aspects, limits and expected contributions.","Research through design, methodology, design","14020"
2014,Elisa Ruhl; Christoph Richter; Julia Lembke; Heidrun Allert,Beyond methods: Co-creation from a practice-oriented perspective,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1987&context=drs-conference-papers,"The “co-experiences” are booming. The trend of complex interdisciplinary projects makes co-creation a more and more common way of working, but also changes the conditions for co-creation. How these co-creation processes are structured and conceived is a longstanding debate in the field of design with a main focus on the chosen methods or the underlying mind-set. However, co-creation could also be approached from a practiceoriented perspective, a view already hinted for in the existing literature. To motivate a practice-oriented perspective on co-creation and to spot the added value of it, critical-incidents of an on-going R&D-project are described and discussed against the conceptual framework of practice theory. The analysis results in an understanding of cocreation as a texture of local and dynamic practices, which evolve independently from methods, but depend on shared interpretative schemes and constant negotiations. A practice-oriented perspective opens up a useful view for the analysis of the new cocreation processes and its problems. The results provide practitioners with good starting points for the understanding and support of co-creation beyond defined methods, roles and sessions.",Practice; co-creation; participatory design; methods; mind-set,330
2014,Marianella Chamorro-Koc; Andrew Scott; Gretchen Coombs,Bombs Away: visual thinking and students’ engagement in design studios contexts,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2032&context=drs-conference-papers,"In design studio, sketching or visual thinking is part of processes that assist students to achieve final design solutions. At QUT’s First and Third Year industrial design studio classes we engage in a variety of teaching pedagogies from which we identify ‘Concept Bombs’ as an instrumental in the development of students’ visual thinking and reflective design process, and also as a vehicle to foster positive student engagement. Our ‘formula’: Concept Bombs are 20 minute design tasks focusing on rapid development of initial concept designs and free-hand sketching. Our experience and surveys tell us that students value intensive studio activities especially when combined with timely assessment and feedback. While conventional longer-duration design projects are essential for allowing students to engage with the full depth and complexity of the design process, short and intensive design activities introduce variety to the learning experience and enhance student engagement. This paper presents a comparative analysis of First and Third Year students’ Concept Bomb sketches to describe the types of design knowledge embedded in them, a discussion of limitations and opportunities of this pedagogical technique, as well as considerations for future development of studio based tasks of this kind as design pedagogies in the midst of current university education trends.","Visual thinking, Design sketches, Design studio, Student engagement",78
2014,Odette da Silva; Nathan Crilly; Paul Hekkert,Can a Light Switch Be Beautiful? Aesthetic Appreciation of Products as Means,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2001&context=drs-conference-papers,"Research in design aesthetics usually focuses on how products are experienced as they appear to the senses. The everyday experience of products is not an experience of appearance only, though. It can be shaped by knowledge of designers’ intentions gained through sources such as press releases, marketing campaigns, critical reviews, and guesswork. In this paper, we explore the aesthetic appreciation of products in relation to perceived designers’ intentions, as an assessment of means by which designers try to achieve certain aims. We report on an interview study in which participants reflected on a series of products in these terms. The participants’ reflections indicate that the appreciation of a product depends on a perceived set of alternatives assumed for both the product and the aim. Determinants of aesthetic pleasure such as novelty are based on these assumed alternatives, rather than on mere product appearance. Ultimately, we find that a product can be perceived to be beautiful not only because of how it looks, but also because of how it works as a means to achieve a given aim.",Aesthetic experience; Aesthetic pleasure; Design aesthetics; Product experience; User experience,113
2014,Essi Kuure; Satu Miettinen; Mira Alhonsuo,Change through Service Design – Service Prototyping as a Tool for Learning and Transformation,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1939&context=drs-conference-papers,"This article aims to explain how transformational change can be achieved through service design process and methods, especially through service prototyping, and how the learning process enables change. Results are based on case study research conducted in a service prototyping laboratory, SINCO (Service Innovation Corner), during a MediPro (Practices, Processes and Products for Medicine and Healthcare) research project. This paper examines if SINCO service prototyping methods can influence transformational change in companies and organizations, what kinds of learning processes SINCO and service prototyping activate, and how the service design process is constructed when using the SINCO environment. The aim of this paper is to present new information and insight regarding the benefits of service prototyping in development work between universities, companies and organizations. The key findings suggest that service prototyping can be an influential tool to transformational change as well as to encourage facilitation and team work. The co-design approach used in service design fosters a strong peer-to-peer learning process, and prototyping in the SINCO environment enables a technology-aided learning process and supports experiential learning. Research findings complement the theoretical background, which includes the key thematics of the service design process, learning process, transformational change in companies and service prototyping.",service design; prototyping; learning; transformation; case study,619
2014,Robb Mitchell,Co-created Facilitation and Perspective Plurality to Foster Mutual Understandings of Risk,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1985&context=drs-conference-papers,"This paper identifies a key mechanism and its constituent qualities, for facilitating mutual understandings of risk. The focus of participatory workshops has expanded towards addressing broader questions of strategy, business models and other organizational and inter-organisational issues. To develop effective partnerships across the boundaries separating companies, it is necessary for those involved to gain mutual understandings despite the challenging paradoxical, abstract and sensitive aspects of discussing risks. A richer understanding of design facilitation practice is offered through drawing together the following experimentation with industrialists in innovation workshops and interactive interventions in artistic cultural venues: 1) a large revolving door sculpture – Blender. 2) a series of interventions utilising audiovisual transmissions to enable one person to act as a proxy for absent others, 4) a table top tool kits for discussing business relationship issues and 5) a number of bespoke interactive sculpture-like artifacts for provoking insights concerning business dilemmas. Analysis of the cases reveals an underlying theme of breakdowns or ruptures as central to facilitating mutual understandings of risk. Such breakdowns are shown to be made of, and valuable due to two main qualities: co-created facilitation and perspective plurality.",Risk; Facilitation; Participatory Design; Participatory Innovation,117
2014,Nicola St John,Communication design as an agent in creating gender equality in India,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1961&context=drs-conference-papers,"Developing from the field of behavior change through design, this study investigated if communication design is an effective tool in changing cultural behaviors and perceptions of gender in India. Previous studies on gender violence campaigns (Gadornski, 2001; Murphy, 2009; Kostick et al., 2011) suggest utilising men and traditional gender stereotypes are effective in creating behavior change. Yet there exists a gap on specific cultural roles and changing ingrained behaviors. This study focuses on the necessary recognition of cultural traditions and behaviours that must precede any design activity within an epistemological setting. Developing communication strategy within sensitive and complex social issues must be created in full recognition of cultural inflections on patriarchy and sociological insights. I conducted two stages of investigation. First, male Indian participants were interviewed about gender equality in India. Second, participants completed self documentation kits, which focused on perceptions of gender. Insights indicated the term gender equality was misunderstood with many believing India was very much an equal society for men and women. I argue that the findings from this study can position a communication campaign that is culturally relevant, can tackle gender violence from an insider perspective, and can promote behavior change within the Indian context.",Design; India; Gender; Behaviour change; Equality,241
2014,Young-ae Hahn,Communication of Food Sustainability: from Dissemination to Participatory Knowledge Building,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2045&context=drs-conference-papers,"For the communication of food sustainability, the traditional approach of disseminating scientific knowledge from experts to citizens is limited in linking the experts’ knowledge with citizens’ actions: sustainability messages may cause negative effects, because citizens with different background knowledge, circumstances, and interests may ignore, misunderstand, or exaggerate the messages. To have citizens as proactive-creative partners and empower them with actionable knowledge, this study discussed different communication situations where sustainability knowledge is constructed in a participatory manner, between citizens and experts; the situations differ in the participants’ interdependency (no dependency–unilateral–bilateral) and communication goals (information–interests). In this paper, four types of sustainability communication activities—that arise from aforementioned situations—were illustrated: Education activities transfer information between participants in unilateral dependence relations. Understanding activities uncover information on participants’ circumstances and ambivalent interests for mutual understanding. Assertion activities let independent participants express various point-ofviews, without making agreements. Negotiations are making agreements between interdependent, interest-seeking participants, by exploring how participants’ assets are useful in achieving their conflicting goals. To facilitate the communication activities, multiplayer games, personalized recommendation systems, and online knowledge databases are suggested as potential directions of design interventions.",Food sustainability; Typology of communication; Participatory knowledge building,127
2014,Yuma Sakae; Shuji Kanazawa; Hiroki Tabata; Shuji Takano; Koichiro Sato; Yoshiyuki Matsuoka,Comparative Analysis of Research on Industrial Design and Engineering Design by Viewpoint of M Model,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1937&context=drs-conference-papers,"The division and specialization of Industrial Design (I.D.) and Engineering Design (E.D.) has made artifacts become large and complex, which turned to be one of the reasons of causing environmental issues and man-made disasters in recent years. Because the issues are difficult to solve using a single field, and works of comparison and analysis of both fields from a same viewpoint are few, I.D. and E.D. should be comparatively analyzed from comprehensive viewpoint. This paper describes the analysis of comparing research on I.D. and E.D. using comprehensive viewpoint. Herein, Multispace Design Model (M model), which consists of value, meaning, state, and attribute spaces, and circumstance, is introduced. Along with the extraction of research papers from both I.D. and E.D. research, whether each paper deals with 4 spaces or circumstance is analyzed. From the ratio of each space and further analysis, the characteristics and relations of I.D. and E.D. are clarified. By comparing works, both fields show a complementary relation with respect to meaning space, state space, and circumstance. In conclusion, this paper indicates the characteristics and the differences of I.D. and E.D. Additionally, by analyzing both fields with use of M model, the comprehensiveness of the model is discussed.",Industrial Design; Engineering Design; Multispace Design Model (M model),89
2014,Nenad Pavel; Arild Berg,Complexity in Design-Driven Innovation: A Case Study of Knowledge Transfer Flow in Subsea Seismic Sensor Technology and Design Education,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2030&context=drs-conference-papers,"To the extent previously claimed, concept exploration is not the key to product innovation. However, companies that are design-focused are twice as innovative as those that are not. To study design-driven innovation and its occurrence in design education, two case studies are conducted. The first is an example of design practice which includes observation and cooperation process maps in an offshore project. The second is an example of product design education which includes observations of teamwork, team member interviews and archival studies. While the first case study demonstrates how a company innovates through a design-driven process with complex knowledge transference and systematic planning and improvisation, the second case study shows students managing their design processes through concept generation in a less complex trial and error process. Knowledge exploration as a part of design activity was analyzed through the criteria of network paradoxes. A pedagogic concept has been synthesized and validated internally based on the case study, and externally based on other design practices and design research. The pedagogic concept synthesized was Knowledge Transfer Flow [KTF]. The KTF concept can help to orient design students within the information-saturated design processes integrated within complex innovation systems.",knowledge transfer flow; control over design aspects; network connections; professional practice in design education,69
2014,Frederick M.C. van Amstel; Vedran Zerjav; Timo Hartmann; Mascha C. van der Voort; Geert P.M.R. Dewulf,Contradictions in the design space,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2020&context=drs-conference-papers,"The design space is a concept often used to encompass all possible designs for a given brief, impossible to be determined, but passive of manipulation by creative designers. The concept as such cannot prevent deterministic accounts of design activity. With the aim of overcoming determinism, this concept is reconsidered beyond the cognitive realm, as part of the social production of space. This renewed perspective is applied to study a medical imaging center project in The Netherlands. The boundaries found in this design space were not self-imposed constraints, but imperative economic, political, and cultural conditions that contradicted each other. To reveal the materiality of the design space, the project has been brought to a teaching experiment, where students analyzed the project drawings and proposed changes using a custom parametric modeling tool. Students faced similar contradictions, despite working under different conditions, supporting the claim that the design space has intrinsic contradictions even if not cognized.",Design space; problem-solving; constraints; architectural design; activity theory.,225
