Publication Year,Author,Title,Url,Abstract,Keywords,Downloads
2022,Adolfo Ruiz,A place we call home: Curriculum for land-based education,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2808&context=drs-conference-papers,"This paper describes initial research into the creation of curriculum that combines visual communication design with local Indigenous knowledge in the Tłı̨chǫ Dene region of subarctic Canada. This curriculum is intended for regional youth, and to be accredited by the Faculty of Extension at the University of Alberta. Situated outside dominant models of design education, the following sections illustrate the significant role that embodied knowledge and relationality can play in land-based pedagogy. As part of this discussion, the field of design is situated as an intermediary between an Indigenous community and a Western academic institution. Through a reflexive, narrative form of writing, the following sections provide an account of consultations between the principal investigator and Tłı̨chǫ community members during the early stages of research in 2019. Consultation during this time led to the creation of two curriculum drafts that are presented in the following pages.","design education, curriculum, indigenous knowledge",603
2022,Paola Maria Trapani; Jiao MO; Ke MA,A product-service system design approach for the frame innovation of food and beverage on board of civil aviation aircraft,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=3082&context=drs-conference-papers,"A multidisciplinary research team from the College of Design and Innovation, Tongji University in Shanghai, in collaboration with Boeing, developed research on the future of in-flight Food & Beverage (F&B). The goal was to outline four possible scenarios, illustrating distinct product-service systems and highlighting how Boeing could help airlines create value for passengers. The research addresses three questions: How to guarantee F&B health and safety while reducing disposable packaging and food waste? How to optimize the aisle use during service without making the cabin crew's work more cumbersome? How to meet passengers' demands while staying on a budget? Dorst's (2015) frame innovation methodology guides the whole exploration. The Product-Service System Design approach ensures multidisciplinary coordination of product design, AI & algorithms, Business, Data Visualization, and Open Design. The result is a radical product-service system innovation that can inspire Boeing's management in exploring new long-term directions.","in-flight F&B product-service system, in-flight waste reduction, in-flight services personalization, cabin space optimization.","1017"
2022,Yu-Hui Lu; Hsien-Hui Tang,A service design perspective on examining the business process of customized services,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=3011&context=drs-conference-papers,"In the post-pandemic era, consumer behavior patterns have changed, and digital transformation has become a hot topic. With high-touch service features, the Taiwanese custom furniture industry has been depending on manual operations, and the inconsistent internal business processes have resulted in the slow progress of digital transformation plans. Therefore, the study aims to propose a more practical planning model using service design thinking on business process perspectives. By establishing explicit guidelines on back-of-stage interactions, the study intends to standardize the sequence of the operations and reduce the improvements gap among stakeholders. Meanwhile, through studying the service network of the case, we can help businesses discover the critical elements for internal process optimization and reaching consensus among stakeholders so as to serve as references for facilitating service design and improving digital transformation effectiveness.","service design, business process, stakeholders, experience strategy",724
2022,Ahmee Kim; Mieke van der Bijl Brouwer; Ingrid Mulder; Peter Lloyd,A study on strategic activities to foster design practices in a local government organization,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2968&context=drs-conference-papers,"In recent years, governments have increasingly pursued innovation by embed-ding design into their organizations. One particularly common approach to em-bedding design in government organization is to establish public sector innova-tion labs. These labs are described as contributors and facilitators of innovation in policymaking processes; however, less light has been shed on the role of in-house designers (including these labs) in fostering and managing the changes made by design practices within government organizations. In the current study, design management has been used as a theoretical lens to study the strategic activities of in-house designers in a Dutch municipality to embed design within the organization. The findings show the importance of strategic activity by in-house designers to foster design practice and resulting organizational changes and the need for participation of more organizational members in this activity. We conclude with setting an agenda for more research and practices on strategic activities to foster design practices and organizational changes in government.","design for policy, embedding design, design management, local government",613
2022,Dave Hawey,A theoretical model for studying design inquiry in a real-world context,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=3022&context=drs-conference-papers,"Schön's contribution is significant in defining and understanding design inquiry, though he wrote little about its socio-cultural aspects, as Dewey initially intended. While ethnographic research has provided insight into the socio-cultural aspects of designers' inquiry, it poses several methodological challenges for observing designers in action in real-world contexts. In reference to pragmatist theories of design and professional action, this article proposes a theoretical model for qualitatively observing and analyzing designers' inquiry in real- world contexts. The model aims to capture design inquiry in a richer and more holistic way, by including its socio-cultural aspects. The model serves as a collection and analysis tool compatible with the shadowing investigative approach. It emerges from a previous study of video game artists. The discussion addresses the contributions and limitations of the model and points out the value for the enrichment of Schön's thinking, and for the research and teaching of design practice.","Schönian design inquiry, ethnographic perspective, social process of design, video game artist",487
2022,Virginie Tessier; Mithra Zahedi,Activity theory as a framework for understanding framing complexity of design projects,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2930&context=drs-conference-papers,"With the growing complexity of design projects, framing is expanding in scope. We question how to describe and analyse the varied elements contributing to framing and aim at better understanding the complexity of framing design projects through activity awareness. Activity theory was mobilized as a Research through Design framework in a team of students to find answers to the question. First, the team mapped and reflected upon their project’s process over fifteen weeks. They then participated in the analysis of the collected data highlighting the contextual tensions of their experience. Their interpretation unveils the tensions emerging between the project’s central and peripheral activity systems. They presented how the project framing is developed, which activity systems are solicited, and to what extent they are considered. Finally, a tentative approach to organising the framing phases according to central and peripheral systems is presented to produce an orderly translation of a project’s complexity.","framing, complexity, activity theory, research through design",634
2022,Arlene Oak; Claire Nicholas,After practice: Messy relations in the ethnographic study of design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2891&context=drs-conference-papers,"The Thinking While Doing (TWD) project was an ambitious “research-creation” project that involved the designing and building of several full scale, “real” structures by architecture students and professors in “design-build” education. The grant also included two ethnographers (as well as scholars from the humanities). Together the participants in TWD were engaged in intersecting and distinct modes of research, ranging from architecture practice to philosophical reflections. While there were intentions for the insights of the ethnographers to ex-tend and inform knowledge of practice, as the TWD structures were created, it became evident that undertaking ethnography coincident with designing and building was more challenging than anticipated. This paper outlines some of the experiences of ethnographers who followed the activities of designing and build-ing. This paper delves into two interrelated difficulties of cross-disciplinary collaborative work: the logistical organization and implementation of the research project and temporal disjunctions between modes of knowledge production (e.g. design versus ethnography). By exploring TWD as a collaboration between disparate forms of research, each with its distinct rhythms, unpredictable engagements, and contexts of knowledge production, we consider some of the challenges and possibilities of connecting ethnography with the practices of architectural design.","architecture, design-build education, ethnography, temporality.",306
2022,Fabio Antonio Figoli; Lucia Rampino; Francesca Mattioli,AI in design idea development: A workshop on creativity and human-AI collaboration,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2915&context=drs-conference-papers,"In a fast-paced society, AI systems can prove to be reliable teammates alongside human agents during the early stages of the design process, capable of helping to manage the increasing complexity of projects. Therefore, the introduction of AI systems into the design process is analysed according to the implications on the designer’s creativity and the kind of human-AI collaboration that is established, highlighting trust balance and the new role played by the designer. The main aspects covered by the study were tested in a workshop, in which continuous and discontinuous human-AI collaboration were compared. In the case of continuous collaboration, the results show that AI assumed the role of a bossy groupmate, leading to an AI-driven creative process. In the second case, AI took the role of an expert capable of generating variance outside the team, leading to a human-driven creative process.","design process, artificial intelligence, human-AI collaboration, creativity.","2590"
2022,Rachel Harkness,Alternative hedonisms and earth practices: Design and degrowth in the capitalocene,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2995&context=drs-conference-papers,"This design anthropology piece contributes to thinking on how to decouple design practices from neoliberal globalised capitalism, economic growth and consumerism. Drawing on the Marxist philosopher Kate Soper’s theorising around patterns of work and consumption in affluent countries (such as the UK) and her post-growth theory of the alternative hedonisms or pleasures of a less harried and acquisitive living, the paper argues that one way to achieve this decoupling could be to consider how more pleasure and greater well-being could be one of the ‘opportunities through reduction’, if you will. Illustration is provided by ethnography with natural builders working with earth as their main material. The paper proposes that earth-builders’ alternatively hedonistic practices and ecological experiences might give design, more widely, ideas for how to truly acknowledge our practice’s problematic and continued hitching to the extractive and exploitative systems of capitalism and, ultimately, for how to degrow.","alternative hedonism, earth-building, degrowth, capitalism",684
2022,Nandhini Giri; Erik Stolterman,An analysis of design maturity models used in design organizations,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2848&context=drs-conference-papers,Maturity models are structures that help assess key performance metrics and provide guidelines for assessment and growth in various areas of an organization. In this paper we review some of the significant design maturity frameworks that are used by practitioners in design organizations. The field of design is ramifying with emerging forms of design practice and requires a need to study maturity models from the perspective of practitioners in design organizations. The pandemic has disrupted normal organizational operations forcing practitioners to discuss the need for maturity models in workplaces that follow the new normal. This necessitates a review of significant maturity models recommended by practitioners as effective models for design practices during the pandemic era for organizational operations. We catalogue the study insights into three categories of maturity models which are (1) design-oriented industry models (2) organizational design models and (3) user experience models.,"design maturity, design organizations, design practices","4063"
2022,Byungsoo Kim; Hernan Gregorio,An analysis of master's in industrial design theses at US land-grant universities: A systematic literature review,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=3015&context=drs-conference-papers,"This study systematically reviewed recent (2016-2021) Industrial Design (ID) master theses and final projects at U.S. land grant universities to understand the trend of ID graduate program outcomes from the selected universities. The process consisted of 1) framing questions for a review, 2) identifying relevant works, 3) assessing the quality of studies, 4) summarizing the evidence, and 5) interpreting the findings. This paper presents the findings of the study, including thesis/final project research types, the diversity of committees, fields of design influences that the thesis/final project contribute to, types of outcomes, and the utilized research methodologies. Furthermore, the author discusses how to improve the guidance for ID graduate students for their master's thesis course at a practical level by comparing the results of the study with existing literature. This paper will help inform future practices of masters of ID thesis courses and graduate education.","industrial design master thesis, systematic literature review, land-grant university, industrial design education",575
2022,Kristina Niedderer; Laura Orton; Isabelle Tournier,An overview of current practices and approaches to co-designing services with and for people with dementia towards developing a framework for best practice,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2942&context=drs-conference-papers,"The aim of this paper is to provide an overview of current practices and approaches to co-designing services with and for people living with early to mid-stage dementia to derive a set of principles and practices for application in the IDoService project. It explores the understanding of service design and of co-design for the purposes of this paper, and then uses a meta-review of co-design of services for people with dementia, underpinned by a selection of case studies from the literature to extract and collate a set of key principles of best practice. We then consider the application of these principles and practices for the development of the IDoService to discuss implications and benefits of this approach for designing services.","dementia, codesign, co-production, service design",550
2022,Nicole Sacchetti,Anatomy of a “technology”: Proposing a meta-design framework for sustainability literacy that addresses the issue of efficacy in modern socio-technical cultures,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2864&context=drs-conference-papers,"In the era of the Anthropocene, where the climate crisis forces humankind to rethink its values and systems of production, sustainability literacy becomes crucial for any design practitioner. This paper aims to contribute to the extensive literature that regards meta-design as a reflexive practice for the study of design purposes, processes, methods, and outputs by outlining a meta-design framework to tackle the modern artificial environments in which humankind has become naturalized. Specifically, by inscribing modern “technologies” within Simondon’s concept of “technical object”, it delineates the preliminary guidelines of a research approach for design education that, drawing from Lemonnier’s chaîne opératoire and Leroi-Gourhan’s degrés du fait, applies locally situated ethnographic explorations with system analysis to the study of modern artifacts to stimulate self-reflexivity on “efficacy” biases in design thinking.","meta-design, design literacy, material culture, anthropology of technology",414
2022,Marco Mazzarotto; Bibiana Oliveira Serpa,(anti)dialogical reflection cards: Politicizing design education through Paulo Freire's critical pedagogy,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=3065&context=drs-conference-papers,"Paulo Freire's critical pedagogy can contribute to politicize design reflection and practice, promoting a praxis aimed at unveiling systems of oppression and producing transformative interventions. Freire helps us reflect on why and for whom we design and provokes us to question design processes as anti-dialogic, reinforcing oppressions; or dialogic, promoting alliances with the oppressed in the struggle to overcome oppressive situations. To help designers critically debate and appropriate these practices and concepts, we propose an educational material composed of 16 reflective cards based on Freire's critical pedagogy. Throughout this paper, we present the theoretical-practical basis that brings Freire and Design together, the content of the cards, suggestions for use and reflect on a real case of its use.","critical pedagogy, design and politics, decolonial design, dialogical action","1618"
2022,Jane Lehtinen,Applying design-led approaches to public sector innovation: A case study of New Zealand’s service innovation lab,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2811&context=drs-conference-papers,"This paper adds to emerging research on the application of design-led approaches to public policy and services by public sector innovation labs. It presents key findings from the first in-depth case study on the New Zealand government Service Innovation Lab, which operated between 2017 and 2020 as part of broader public sector efforts for citizen-centric digital transformation. Based on a thematic analysis of semi-structured interviews and organizational documentation, it discusses how the challenges of applying the Lab’s design-led approach in this public sector context were navigated by professionals involved with the Lab over time. The findings reveal that to navigate the public sector system barriers to innovation, conditions for innovation were created on a strategic and operational level through an authorizing environment, leadership, and innovation culture. These conditions enabled the Lab team to facilitate learning for, and delivery of, innovation with cross sector stakeholders through its approach and supporting strategies.","public sector innovation labs, design-led approaches, policy, public services","1178"
2022,Shaima Elbardawil,Arabic type in urban environments: A graphic heritage,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=3045&context=drs-conference-papers,Graphic design as a cultural object can contribute to the design of heritage in various ways. This study investigates the meaning of heritage and graphic design in relation to culture and communication. It discusses cultural heritage in Arab states with reference to Arabic type and introduces Naskh-style typefaces in wayfinding systems and signage as a graphic urban heritage. This is done using a framework for analyzing urban graphic heritage alongside empirical field study from the United Arab Emirates and the Hashemite Kingdom of Jordan. The study reveals that graphic design provides a unique framework toward understanding the role of typographic heritage in creating human experiences with the urban environment.,"Arabic type, urban environments, graphic design, heritage",888
2022,Lise Magnier; Ruth Mugge,Are short product lifetimes ineluctable? An exploration of consumers’ perceptions of lifetime extension strategies,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2957&context=drs-conference-papers,"There is consensus that product lifetimes are generally decreasing. To create a sustainable society, the circular economy promotes slowing down the use of resources by lengthening product lifetimes. This is especially important for electronic products that are energy-intensive in their production phase and create vast amounts of waste after use. While design strategies have been proposed to lengthen product lifetimes, it is unclear whether consumers deem them effective. This paper proposes an overview of lifetime extension strategies for electronic products and reports the results of a quantitative study with 617 participants who were asked to evaluate the extent to which these strategies could have extended the lifetime of a recently replaced product. Results indicate that the durability / reliability strategy is most effective. However, consumers are not yet convinced of the effectiveness of most strategies.","product lifetime, premature obsolescence, lifetime extension strategies, consumer perceptions",493
2022,Laura Orton,"Are stereotypes, such as the ‘headclutcher’, in stock images for mental illness stigmatizing?",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2889&context=drs-conference-papers,"Public perception and attitudes of mental illness are heavily influenced by mass media, so it is important the visual communication delivered into society is responsible and not unintentionally damaging. Stereotypes are used frequently in visual communication for speed of understanding. However, stereotypes are often based on unfounded assumptions, and these assumptions can cause stigma towards the stereotyped group. This study questions what stereotypes, if any, are present in stock images of mental illness and discusses what effect they may have on stigma. There have been previous calls for images such as the ‘headclutcher’ to not be used to represent mental illness as many believe them to be an inaccurate depiction. The results of this study provides recommendations for media outlets, and encourages other researchers and organisations to pay consideration to the imagery they use for communication about mental illness, to ensure no unintentional stigma is caused.","visual communication, mental illness, stock images, stigma",521
2022,Hillary Carey; Madeline Sides; Erica Dorn,Articulating theories of change towards more just and transformative design practices,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=3014&context=drs-conference-papers,"In any collaborative change-making process, team members hold individual, and often differing, ideas about how change happens. These ideas may address whether to work top-down or bottom-up, what leverage points are to be targeted, or who should be involved in the work, in what capacity, and when. If these differences in perspectives are not examined and discussed, they can lead to conflicting actions, lessen positive impact, and may even do harm. Mapping “Theories of Change” is an approach that has been used to clarify strategies for initiating change across many sectors. Yet, when it comes to complex design engagements, we propose that a different approach is needed. Rather than utilizing a formal modeling process, we believe that teams can find alignment and build more productive working relationships through conversations that engage and clarify beliefs about transformation. In this paper, we propose that designers should acknowledge, reflect, and discuss change theories within collaborative teams. We offer a framework to support dialogue about change that reflects three common phases of designing: Situate & Relate, Understand & Reframe, Intervene & Observe.","theory of change, design for transitions, design methods, community design","1026"
2022,Eva Knutz; Thomas Markussen,Artifacts in the co-production of knowledge in social design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=3064&context=drs-conference-papers,"Abstract: Social Design Research is a design and research approach that is charac-terised by an attempt to make a difference for marginalized, underprivileged or vulnerable groups in society through participatory processes and the use of knowledge artifacts. This article demonstrates how knowledge is generated co-productively and shows the interplay between different types of tacit or explicit forms of knowledge and models the knowledge exchange between design re-searchers, practitioners and the participating citizens.","social design, practice-based research, research through design methodology",532
2022,Valentina Caiola; Sara Lenzi; Dina Riccò,Audiovisual sonifications: A design map for multisensory integration in data representation,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2898&context=drs-conference-papers,"In the field of data sonification, the construction of meaning is hampered by the lack of shared perceptual codes derived from common modes of perception, as it happens for the visual register. In this paper, we re-organize knowledge from previous experimental projects to build the foundations of future work in data representation. This experimental investigation aims to identify patterns in the translation process from different sensory modalities. To this end, 80 audiovisual sonifications have been collected and analyzed through phenomenological analysis with the goal of recording sensory correspondences. The resulting cross-sensory design map is a visual synthesis of the analysis, and it has a dual function. In the research domain, it proposes testable hypotheses for a systematic approach to data sonification. In the practice, it offers a space that is based on shared conventions that aim to standardize the actions and the choices of both sonification experts and communication designers.","data sonification, visualization, cross-sensory design, perceptual codes",632
2022,Claire Nicholas; James Forren; Derek Reilly,"Augmented: Design and ethnography in/of an architecture, computer science, and textile research-creative collective",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2918&context=drs-conference-papers,"This paper introduces a multi-disciplinary research-creation project that examines the embodied and social nature of textile design and making at different structural scales – from beaded accessories to architectural components. Bringing together anthropology, architecture, computer science, and textile craft, “Gesture and Form” seeks to develop effective and ethical pedagogies for teaching design and handcraft with new materials and technologies. Specifically, the project explores the potentialities and limitations of a head-worn augmented reality (AR) system that documents, encodes, and later guides making practices. The discussion first introduces different disciplinary frameworks for understanding and researching embodied knowledge, before sketching the multi-disciplinary research design, which loosely distinguishes “design research” (and creation) from “design anthropology.” We then dwell on the multiple challenges of the endeavor, from orchestrating and defining the activities of “design” and “research,” to asymmetries of technical expertise its communication, to the blurring of participant-observer positionalities.","ethnography, architecture, computer science, embodied knowledge",436
2022,Daniel Huppatz; Kirsten Day,Australian architectural education in the pluriverse,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2850&context=drs-conference-papers,"Among the design disciplines, architectural education in Australia has a unique con-straint: accreditation. On the one hand, competency requirements by accrediting bod-ies potentially limit an educator’s autonomy and curriculum development. On the oth-er, competencies define and regulate a profession by ensuring standard knowledge and skills. In this paper, we analyse the pedagogical and professional impacts of the 2021 “National Standard of Competencies” for Australian architects, particularly the inclusion of Indigenous Knowledge for the first time. Together with the recent Indige-nous Design Charter – Communication Design, these competencies signal a shift in Australian architectural and design education that suggests a vision closer to Escobar’s “design for the pluriverse”. Embedding Indigenous Knowledge and world-views through mandatory requirements is a first step in changing not only pedagogy but also the design professions.","pedagogy, architecture, indigenous knowledge, competencies, pluriverse",934
2022,Fiona Lambe; Anne Nyambane; Stefan Holmlid,Backcasting as a design device to support grassroots system change: Insights from a case study on future energy pathways in rural Kenya,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=2833&context=drs-conference-papers,"The interlinked global crises of poverty, inequality and climate change call for transformative solutions. Transformative change requires local agency and long-term planning, but this is not easily accommodated in development programmes, which often rely on short-term thinking and top-down technological solutions. Design methods have proved useful for facilitating co-development of technological solutions with marginalised communities. This case study explores whether—and, if so, how—participatory design can support grassroots transformational change by facilitating community engagement around the challenge of energy access. We used backcasting to facilitate the co-design of a 10-year transition roadmap to electric cooking with 30 members of a rural community in Kenya. The roadmap articulates a local vision of a long-term development process, including the community’s role in that process. Through follow-up interviews we found that workshop participation was linked to subsequent grassroots community actions. The findings are discussed in relation to the literature on transformation design.","transformation design, participation, backcasting, development planning",513
