Publication Year,Author,Title,Url,Abstract,Keywords,Downloads
2010,Seyed Javad Zafarmand; Takatoshi Tauchi; Fumio Terauchi; Mitsunori Kubo; Hiroyuki Aoki,Approaching Product Subjective Sustainability: Comparative Study on Evolution of Users’ Kansei during Lifetime of their Mobile Phones between Iran and Japan,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1918&context=drs-conference-papers,"Most of the scholar works about Sustainable Design treat of the objective side of product sustainability, whereas its subjective side has not been observed adequately. A sustainable product should be able to last in its expected lifetime not only objectively but subjectively. The main focus of design researches concerning the subjective issues of sustainability is on ‘lifetime optimization of products’. Focusing on the subjective side of product sustainability, here the concept of ‘Product Subjective Sustainability’ is proposed to specifically indicate ‘the emotional, affective and/or aesthetical capability of a product for satisfyingly and pleasantly lasting during its expected long/short lifetime’. However, such a concept may generally encompass all possible subjective effects of the product on sustainability values. This research basically aims to clarify ‘Product Subjective Sustainability’ experientially. As Kansei embraces much wider subjective issues of product than emotion, this study is based on Kansei Engineering approach. Here, a comparative and analytical study is done on the evolution of users’ Kansei toward their personal product during its entire lifecycle in two different contexts, Iran and Japan. The product lifecycle from user perspective is divided into three stages including purchasing or choosing, keeping or using and replacing or throwing away the product. The assigned personal product for this comparative analysis is mobile phone which is an approximately short-lived product. Thus, two groups of Iranian and Japanese subjects are investigated about their senses, feelings and/or emotions (ie Kansei) regarding their mobile phone during each of its lifecycle stages. After extracting the patterns of evolution of their Kansei and thence drawing the trends of subjective sustainability of mobile phone in Iran and Japan, the resulted patterns and trends would be compared.","Product Subjective Sustainability, Psychological Lifetime, Kansei Evolution, Attachment, Mobile Phone, Context",82
2010,Anthony Williams; Michael Ostwald; Hedda Haugen Askland,Assessing Creativity in the Context of Architectural Design Education,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1910&context=drs-conference-papers,"In a study on architectural education in Australasia, Ostwald and Williams (2008a; 2008b) found that one of the most contentious issues facing architecture and design education is the assessment of creativity. The problem is not new, yet, despite ongoing criticism of the frameworks used to assess creativity in architecture and design, the assessment of students‟ creative work remains a vexed issue. Central to the problem of assessment is the lack of an unambiguous disciplinary definition of creativity. The concept of creativity has been understood in different and often conflicting ways, and across the design disciplines there is no shared understanding about creative processes and, in particular, how they apply to learning and teaching experiences. The paper briefly outlines the main problems related to assessing creativity before exploring the complexity embodied in the notion of “creativity” as it relates to design education. The research presented in this paper is derived from an extensive and critically framed literature review and forms part of an ongoing research project concerning the question of creativity within design education.","Creativity, Assessment, Design Education",688
2010,Johan Blomkvist; Amy Rankin; Daniel Anundi; Stefan Holmlid,Barrier Analysis as a Design Tool in Complex Safety Critical Systems,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1794&context=drs-conference-papers,"When constructing or improving large complex systems, design activities help establish the needs and goals of users, deepen the understanding of the system and facilitate ideation of new solutions. When service systems are large, dynamic and complex, the need for thorough design work is especially evident. However, design methods usually strive to describe and design best case scenarios and we argue they lack the perspective of safety needed when working in safety critical systems. In order to gain knowledge on how a perspective of risk and safety can benefit design in a safety critical domain, two different perspectives were adopted through the use of two different methods. The methods were service blueprinting and barrier analysis, adopted from service design and cognitive systems engineering respectively. The methods were implemented during the research phase of a service design project in a home healthcare system in Sweden. Service blueprinting is a method used by service designers to visualise services. Barrier analysis is aimed at identifying and categorizing artefacts and functions that prevent unwanted events from taking place, or that lessen the impact of their consequences. A comparative analysis of the two methods was performed, concluding that barrier analysis has the potential to benefit design work performed in complex and safety critical systems. The potential for barrier analysis to be more tightly integrated into current service design methods is discussed, but more research is needed in order to clarify this matter.","Service Blueprint, Barrier Analysis, Cognitive Systems Engineering, Healthcare, Design Perspectives, Service Design",175
2010,Stijn Baumers; Ann Heylighen,Beyond the Designers’ View: How People with Autism Experience Space,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1789&context=drs-conference-papers,"Harnessing all different dimensions of space is an immense, if not hopeless task. Thus the design of space is challenged by a complexity of meanings. The meaning attributed to a certain physical environment depends to a large extent on the personal interpretation people attach to this environment, influenced by their personal interests, attention and perceptual possibilities, whatever the designer’s line of thought that generated this built environment. Aware of the diverse ways in which a designed environment can be received, this paper attempts to understand the built environment from another perspective. It reports on a study that starts from different people with autism spectrum conditions, throwing light on their spatial interpretation and the way they deal with the physical environment. Insights from an analysis of autobiographies of people with autism, tinged with the experiences of engaging with people with autism in different contexts, give an idea of what understanding another view on the built environment could imply. This paper presents fragments of a particular autistic world of experience as a challenge to open our eyes. It illustrates how some people with autism place an enforced confidence in the direct perception of the built environment, and it highlights the influence of extra connotations—exceeding the directly perceptible—which are inherently connected to space in our society. In an attempt to look at the built environment from this perspective, this stance enables us to be critical of the way we—architects and designers—think about designing space and it spurs us to be alive to the multiple complexity of space.","Architectural Design, Autism Spectrum, Built Environment, Design Thinking, Interpretation Of Space, Interaction With Space",882
2010,Seymour Roworth-Stokes,Capturing and Retaining Knowledge to Improve Design Group Performance,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1884&context=drs-conference-papers,"This paper explores the management and organizational context for capturing and retaining knowledge transferred through the design process. It is widely acknowledged that our ability to successfully organise and transfer design knowledge is dependant upon the context in which it is situated. Cross (1992) has also highlighted the normally unsystematic way designers work and the limited extent to which the knowledge contained within the products they create is made explicit. Essentially design knowledge transforms as it transfers (Ashton, 2007) and the knowledge-based resources of a design group are socially complex. Successful exploitation of these knowledge assets can secure competitive advantage (Alavi and Leidner, 2001) yet, a systematic literature review of leading design and educational management journals found limited empirical evidence that shed light on the influence of knowledge management on design group development. The paper addresses this weakness in the literature and suggests that design consultancies utilise cross-disciplinary knowledge to solve problems which could not be resolved by linear disciplinary frameworks (Gibbons et al, 1994). Based on two in-depth case studies with interior design companies implementing new digital asset management systems over a two year period, the paper explores the findings in relation to design practice and policy, alongside implications for the contribution of the Creative Industries to the knowledge economy.",,106
2010,Clément Gault; Anne-France Kogan,Caractérisation des activités collectives réunissant designers et chercheurs,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1825&context=drs-conference-papers,"En février 2008 s’est tenue au MoMA de New York l’exposition Design and the Elastic Mind. Par la présentation d’un peu plus de 200 projets, l’événement culturel voulait mettre en avant “un des rôles les plus fondamentaux du design : la traduction des révolutions scientifiques et technologiques au travers d’objets accessibles changeant la vie des gens”. Bien que les activités respectives du designer et du scientifique (chercheur et ingénieur) soient différentes, l’exposition montrait la plus grande proximité qu’entretiennent désormais les milieux du design et de la science. Que ce soit par la portée des propositions, des connaissances mobilisées ou des connaissances nouvelles que les projets en question ont apportées, le design investi par les dernières avancées scientifiques semble apporter des perspectives nouvelles aux deux disciplines concernées. Mais quand est-il des pratiques respectives, celles du designer et du chercheur ? Dans cet article, nous proposons d’explorer cette question par l’analyse d’une série d’entretiens semi directifs. Ces rencontres se sont étalées entre juillet et septembre 2009 et ont concerné 7 designers et 7 chercheurs ayant travaillé ensembles.","Design Industriel, Collaboration, Designer, Chercheur, Interview, Pratique Du Design, Étude",87
2010,I.C. MariAnne Karlsson; Pontus Engelbrektsson,Catching Wasps and Baking Dinosaurs: Experiences from Co-designing with Children,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1844&context=drs-conference-papers,"User-centred product development and design can be carried out with differing degrees of user participation: for users, with users, and by users. A project characterized by a co-design approach, i.e. design ‘with’ rather than ‘for’ or ‘by’ users, was carried out during the spring of 2009. The co-design teams consisted of children (a total of 45, between 10 and 11 years old) and 10 product developers/designers (teachers and students from an industrial design engineering university programme). The overall theme for the co-design exercise was food, eating and health, a theme which the children had researched as co-researchers during the autumn of 2008. The design project followed a structured design process, including problem identification, idea generation, concept development, etc., supported by typical methods and tools such as various brainstorming techniques, formulation of evaluation criteria and concept screening. Working in teams of 3-4 children and one developer/designer, various problems were identified and solutions proposed. The problems included for example “healthy sweets”, “keeping wasps away from the lemonade glass”, and “how to make washing up more fun”. The results from the process consisted of for example a healthy sweets advertising campaign, several “wasp traps”, and a new type of dishwasher based on the principle of a record player. However, the results also encompassed experiences from co-designing with users. Some of these experiences were considered the consequence of the fact that the children were indeed children, and are thus considered relevant only for other projects involving children as co-designers. Maintaining focus and concentration, for example, was a key issue. Other experiences are considered more generic, i.e. issues which would emerge as important topics in any co-design process. Communicating an understanding of the product development process and the time required for the solution to develop from idea to prototype were regarded as such generic topics.","Co-Design, Participatory Design, Design With Children",91
2010,Maria Gabriela Sanches; Lois Frankel,Co-design in Public Spaces: an Interdisciplinary Approach to Street Furniture Development,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1886&context=drs-conference-papers,"Cities are developing at a rapid pace. As a result of this growth, the importance of public spaces has increased. This paper intends to discuss the role that elements such as street furniture play in this context, whilst proposing a specific design approach to develop them. It attempts to analyze the distinct user-product relationship between people and the objects that occupy urban areas, and suggest ways to improve it. Co-design emerges as an alternative to involve all the stakeholders in the design discussion. The lay public, city planners, politicians and designers are invited to participate in the creation of pieces of street furniture. The interdisciplinary aspect of co-design becomes evident, once each actor contributes to the process with a different perspective on the urban spaces’ needs. The association between co-design and street furniture development promises to be very beneficial to public spaces. Some of the positive outcomes of this association may be reduction of vandalism and urban alienation, and the enrichment of the community life. The co-design process affects, however, the roles that the referred actors play in the traditional context, and depends on the compromise of some power structures to be successful.","Co-Design, Co-Creation, Interdisciplinarity, Public Spaces, Street Furniture.",987
2010,Nikki Pfarr; Judith Gregory,Cognitive Biases and Design Research: Using Insights from Behavioral Economics and Cognitive Psychology to Re-evaluate Design Research Methods,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1876&context=drs-conference-papers,"In light of well-established principles in behavioral economics and cognitive psychology, we consider how minor variants in the structure, framing, and phrasing of several common design research activities may unintentionally elicit more biased participant responses than currently recognized. To begin investigating the relationship between minor modifications to design research activities and changes in participant responses, we propose designs for three experiments, and then explore their weaknesses and limitations through a short-term pilot study. In our discussion, we suggest that a better understanding of cognitive biases may be used to produce more accurate and salient participant responses – either by minimizing or by explicitly eliciting activity- and context-induced biases as appropriate to the research at hand. Additionally, we propose that recognition of context-dependent preferences could lead to more holistic models of user behavior. This early research is a work in progress. The principle aim of this paper is to provide a conceptual foundation for additional research into how participants’ cognitive biases might influence the outcome of design research activities, and related implications for research activity design.","Design Methods, Cross, Trans, Inter, Multi-Disciplinarity, Cognition, Behavioral Economics, Cognitive Biases",713
2010,K. Thomas McPeek; Laura Morthland,Collaborative Design Pedagogy: An Examination of the Four Levels of Collaboration,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1866&context=drs-conference-papers,"This paper reexamines research conducted with more than a dozen authorities in architectural education on collaborative methodologies over a three year period. The focus of initial study, a doctoral dissertation entitled: Collaborative Design Pedagogy: A Naturalistic Inquiry of Architectural Education (McPeek, 2009), examined the apparent disparity existent between the practicing profession of architecture and the academic preparation of its future members. In this paper, a condensed examination of specific findings from the previous data set point to four key levels of pedagogical collaboration (community, institution, faculty, and student) that are critical components to the implementation of collaborative architectural curriculum. These levels contain both inhibiting and facilitating elements that appear in all types of higher educational institutions (public, private, liberal arts schools, land grant universities, etc) and in varied curriculum settings. Thus, while the authors’ main emphasis lies in enhancing the pedagogical scope of architectural education, this data may also be pivotal in facilitating and/or inhibiting collaborative endeavors in any major field of study, particularly those which incorporate collaborative methods in the context of situated learning.","Architecture, Collaboration, Pedagogy, Cross-Disciplinary, Trans-Disciplinary, Multidisciplinary, Interdisciplinarity, Intradisciplinary",422
2010,Erik Bohemia,Complexities of Teaching and Learning Collaborations with International Partners: The Global Studio,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1795&context=drs-conference-papers,"During the past four years, academics from the School of Design at Northumbria University have developed and implemented an innovative international collaborative teaching and research model named ‘the Global Studio’. The Global Studio provides a response within Higher Education to shifting trends taking place in manufacturing and the related emergence of globally networked organisations. This paper examines the challenges of establishing and maintaining teaching and learning relationships with international partners. During the past four years seven international collaborative research projects involving high profile overseas universities and multinational industry partners have been undertaken within the Global Studio. A focus of the Global Studio is developing a better understanding of product development processes that are conducted by globally distributed and cross-cultural design teams. The Global Studio is enabling staff and students at a university located in the UK to work in a cross-disciplinary and cross-institutional context with staff and students from the participating partners based in countries such as Australia, the USA, the Netherlands and Korea. The cross-institutional collaboration is enabling the intersection of various disciplinary approaches which are facilitating the development of innovative practices. In this paper we explore some of the complexities associated with conducting the Global Studio. We also provide an example of one of the projects undertaken in 2008. This particular Global Studio was conducted in collaboration with a multinational mobile products manufacturer and two universities based in Korea and the UK. The paper draws attention to complexities of teaching and learning collaborations with international partners.","Distributed Design Teams, E-Learning, Design Studio, Industry Based Projects, International Learning Collaboration",86
2010,Noemi Bitterman,Complexity in Home Medical Equipment Design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1793&context=drs-conference-papers,"Home medical devices are developing into a major industry worldwide that covers monitoring, diagnostic, disease prevention, treatment, alleviation of disease and rehabilitation equipment. Services are being moved out to the community and into the home; self management is replacing hospitalization and visits to the doctor’s clinic; and custom-tailored medicine is making inroads into normative treatment. These developments have great implications for the scope and design of home medical equipment. The paper will discuss the unique and complex nature of home medical devices, from a human–environment–machine perspective focusing on the changeable unpredictable nature of users, the unknown, amorphous home environment and the level of intricacy of tasks performed by patients having various diseases and disabilities. The design of home/personal medical equipment should be guided by the need to make it compatible with the needs of different users and diverse residences. The selection of medical equipment should not be determined by passing trends, technological fashions, or search for innovative and hi-tech applications and gadgets. We call for increased awareness and active, ongoing research by multidisciplinary teams of healthcare personnel, end user patients, caregivers, psychologists, social workers, and especially, the architects and designers who will be involved from the first stages of concept development through to the final stages of medical device marketing. Design of home/ personal medical equipment should follow principles of inclusive design (design for all, universal design) criteria, following usercentered design methodologies. It should accommodate the dynamic, uncertain and complex profile of the widest range of users and environments.","Home Care, Medical Devices, Healthcare Design, Medical Equipment, Inclusive Design, Design For All, User-Centered Design",207
