Publication Year,Author,Title,Url,Abstract,Keywords
2018,Chris McGinley; Rama Gheerawo; Florie Salnot,Approaches for Capturing and Communicating Individual Narrative Timelines Reflecting Real Life (Retirement),https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1658&context=drs-conference-papers,"This paper describes a qualitative design research study investigated through the development and application of novel qualitative research methods and tools, developed to engage research participants, and resulting in an original means of communicating findings. The topic being investigated required working closely with older people to explore their individual experiences around the topic of retirement. The research was designed to engage and empower retirees in reflection, discussion, creation and representation of their experiences. The main project output consisted of seven retirement tales referred to as ‘narrative timelines’ in this paper, which were communication pieces designed to present the more ‘messy’ research findings towards supporting empathy in discussions affecting the creation of products or services around retirement. These rich and visual communication pieces moved beyond clichéd personas to include ‘real voices’ and insights into unpredictable and complex life experiences, the process aiming to facilitate a better communication and hence understanding of individuals highly personal experiences.",design ethnography; co-creation; empathy; timelines
2018,Boyeun Lee; Rachel Cooper; David Hands,Are Traditional NPD Processes Relevant to IoT Product and Service Development Activities? A Critical Examination,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1681&context=drs-conference-papers,"Increasingly physical products are being equipped with sensors, which connect them to the Internet; the network of these 'smart products' are acknowledged as the Internet of Things. These digitalized artefacts have a wide variety of material properties that could include a range of outcomes, such as new products, platforms, services, and other value pathways that differentiate them from their non-digital counterparts. Practitioners and researchers acknowledge that these differences influence tremendously on IoT product and service development processes. These are significant for IoT firms that occupy the market, due to a paucity of established literature on this theme; it is difficult to find studies on NPD processes, which reflects this digitization. This is an exploratory paper. That explores current literature prior to further empirical data collection. Through a critical examination of literature, this paper examines how smart product development processes are different from traditional product development processes. Thus, this paper offers critical insights and observations to enable both practitioners and academics to ascertain a detailed understanding of diverse approaches to NPD process activities for the IoT.",new product development process; internet of things; digital innovation; big data
2018,Kevin Badni,Augmenting Low Investment Learning Styles,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1695&context=drs-conference-papers,"Due to the rapid advances in the use of information technology and students’ familiarity with technology, learning styles in higher education are being reshaped. One of the technology developments that has gained considerable attention in recent years is Augmented Reality (AR), where technology is used to combine overlays of digital data on physical real-world settings. While AR is being heavily promoted for entertainment by mobile phone manufacturers it has had little adoption in higher education due to the upfront investment that an instructor needs to undertake in creating relevant AR applications. This paper discusses a case study that uses a low upfront development approach and examines the impact on generation-Z students’ motivation whilst studying design history over a four-semester period. Even though the upfront investment in creating the AR support was minimal, the results showed a noticeable increase in student motivation. The approach used in this paper can be easily transferred to other disciplines and other areas of design education.","augmented reality, motivation, technology"
2018,Ingvild Digranes,‘Being Cultural’ Versus‘Cultural Beings’ –general design education,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1704&context=drs-conference-papers,"The design and design education professions—also known as the ‘making professions’—have a short history of conducting research, which can be understood as the process by which they establish their professional identity. There seems to be a shift in both the content of design and studio practice from solely creating products to thinking about design as a step towards improving society as a whole. This change is also seen in design education in primary and secondary education. The design professions’ justification of purpose, which is that design is a driving force in the development of an inclusive and sustainable society, is mirrored in the debate about the content and justification of design education in schools. However, schools across Europe outsource art and design education to external artists, which has led to culture and creativity programmes. The decision to utilise outsourcing can be questioned in terms of how research shows that it can erode the national repertoire of values and impact the evaluation criteria and collective considerations attained through the knowledge, skills and attitudes formed in teacher-led workshop practice in design.","general design education, culture, design pedagogy, citizenship"
2018,Alicen Coddington; James Ayers,Being-and-Becoming a Sustainable Practice,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1701&context=drs-conference-papers,"This paper reports on the case of the Engineering Practice Academy, where an emergent transformational change process was designed and implemented to not only re-conceptualise engineering education but further transition the Engineering Practice Academy towards being-and-becoming a sustainable engineering practice. This paper presents a framework, grounded in the everyday social reality of the Engineering Practice Academy community and framed through a Theory of Change methodology. The Engineering Practice Academy utilised the strategic framework presented within this paper to guide its decision-making processes. This paper articulates both the framework developed and conceptualises why a framework designed to create a sustainable practice was utilised. The value of this paper lies in the communication the method used for transformational change, one of inclusion, collaboration and community of practice, used by the Engineering Practice Academy to create a distinct pathway by which to reach its goals and become a sustainable practice in line with shifting engineering and educational requirements.",transformational change; being-and-becoming; social sustainability; engineering education
2018,Yonghun Lim; Joseph Giacomin; Farnaz Nickpour,Beyond Accessible Aisles? Psychosocial Inclusivity of Shopping Experience: an ethnographic investigation,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1657&context=drs-conference-papers,"Purpose: Although the importance of non-physical inclusivity has been recognised in inclusive design, the current understanding of psychosocial aspects in inclusive design is currently limited, disjointed and unstructured. This study reports a study of supermarket shopping experience of older individuals, designed and conducted to explore the concept of psychosocial aspects in older individuals’ supermarket shopping experience by identifying any possible psychosocial components. Empirical investigation i.e. non-participant observation was conducted with eight participants aged 60 and over. The results from the observational investigation were analysed and validated via multiple coding steps and multiple coders. Findings suggest four major dimensions including ‘cognitive’, ‘emotional’, ‘social’, and ‘value’ factors. These four factors define and affect psychosocial inclusivity of older adults’ supermarket shopping experience. Each factor is further detailed with a series of sub-themes, and key aspects in regard to each dimension are highlighted.","psychosocial inclusivity, inclusive design, accessibility, supermarket shopping, shopping experience, older individuals, observation"
2018,Ramia Mazé,Bookmaking as Critical and Feminist Practice of Design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1564&context=drs-conference-papers,"Expansion of the arts in academia has called into question concepts, norms and regulations concerning writing and publishing. Given precedents of ‘critical practices of design’ and ‘research through practice’ grappling with such questions, I take these as ways to reconsider the academic activity of making a book (‘bookmaking’) as a critical and feminist practice of design. Through feminist modalities articulated by Jane Rendell – namely, collectivity, interiority, alterity, materiality, and performativity – I describe two edited books, through which I am able to discuss critical and feminist orientations in bookmaking practice. I argue that feminist practice critiques but also projects, activates, and enacts alternative norms or ideals – here, alternatives to academic norms concerning edited books. Naming and elucidating detailed aspects of bookmaking activity, as mundane critical ‘practise’ continually deliberated and performed, it is nevertheless possible to draw relations to larger theoretical issues. For example, discussing across differently situated/conditioned bookmaking practices makes it possible to trace implications of bookmaking within larger political economies, socio-economic structures, theoretical and ideological commitments.","critical practices of design, feminist theory research through practice, book and bookmaking, editing"
2018,Jessica Lea Dunn; Keum Hee Kimmi Ko; Erez Nusem; Karla Straker; Cara Wrigley; Shaun Gregory,"Building Relationships and Sustaining Dialogue Between Patients, Caregivers and Healthcare Practitioners: a design evaluation of digital platforms for ventricular assist device users",https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1672&context=drs-conference-papers,"Technology-driven medical device design for the growing incidence of cardiovascular disease and heart failure has enabled ventricular assist device (VAD - a small mechanical pump which takes over the function of the heart) implantation as a treatment option. However, challenges are emerging with how patients’ and caregivers’ quality of life is negatively impacted during the VAD journey. Design innovation in digital platforms for VAD users can enable building relationships and sustaining dialogues between patients, caregivers and practitioners, which may improve outcomes. This paper details a content analysis methodology used to investigate sixteen digital platforms designed for VAD patients, caregivers and practitioners. Most digital platforms supported the primary purpose of daily home monitoring or stakeholder education, and featured varying levels of interactivity, communication and focus through the different stages of the patient journey. This paper suggests five implications for future digital platforms designed to support VAD users: embrace the entire patient journey, emphasise human-centred design over patient-centric design, encompass holistic wellbeing, enable communication channels, and blend ‘manual input’ with ‘smart input’ interactivity.",patient centric design; human centred design; user experience design; design innovation
2018,Niya Stoimenova; Christine de Lille,Building the Foundation for a Design-Led Ambidexterity in a Medium-SizedTech Company,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1723&context=drs-conference-papers,"Approximately 75% of all Standard & Poor’s 500 companies will be gone by 2027. The necessity for firms to swiftly adapt their strategic approach to the ever-changing conditions is greater than ever. To do so they need to ensure both short and long-term opportunities are fulfilled. A construct that can support them in doing that is called Design-Led Ambidexterity (DLA). A basis for DLA has been established in previous studies from a theoretical perspective based on two cases in large multinational companies. This study aims to further our understanding on the topic by investigating how an optimal foundation for DLA’s implementation can be built in a multinational mid-sized tech company. As a result, we suggest a new version of DLA and its frameworks to accommodate the gained insights. We also designed and are currently training employees in a new way of working that supports DLA’s implementation. Last but not least, our research provided new insights on the role design can play in achieving continuous stream of innovation.","design-led ambidexterity, ambidexterity, organizational design, design adoption"
2018,Robin Roy; James Warren,Card-based Tools for Creative and Systematic Design,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1600&context=drs-conference-papers,"Many card-based design tools have been produced, initially mainly to stimulate creative thinking, with an upsurge after 2000 when many more such tools were produced, especially to aid user experience and human-centred design. Different authors have categorised the tools in different ways, usually based on small samples, and there is no accepted classification system. Our analysis of 72 card-based design tools produced a new classification and also identified that the tools work in several different ways – e.g. offering creative stimuli or summaries of design methods. Trials of card-based design tools for stimulating creativity seem to enable designers to generate more innovative design concepts, but the practicality of the concepts is not proven. The card-based tools most likely to lead to practical outcomes are those which summarise domain-specific design methods or good practices that designers can apply to real-world tasks. Often these tools are used and tested by those who developed them. Hence, more independent, controlled trials are needed to help establish their practical effectiveness.",cards; design; tools; classification
2018,Mackenzie Norman Etherington; Keum Hee Kimmi Ko; Jessica Lea Dunn; Karla Straker; Erez Nusem; Cara Wrigley; Shaun Gregory,Cascading Mentorship: Designing a Support Tool for Patients with Ventricular Assist Devices,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1673&context=drs-conference-papers,"A ventricular assist device (VAD) is a surgically implanted mechanical pump attached to the heart to assist its function in patients with advanced heart failure. This paper investigates the current state of training being provided to VAD patients and caregivers, and whether it adequately prepares them for the VAD lifestyle. The study consisted of a literature review, a content analysis and interviews conducted with stakeholder representatives. A co-design process led to the development a holistic interactive prototype that was evaluated by one VAD caregiver, one VAD biomedical engineer, and one VAD surgeon. Four key themes emerged from the research examining the VAD patient and caregiver training experience: (i) uncertainty, (ii) misinformation, (iii) gratitude, and (iv) preparation. Five overarching themes emerged as design recommendations: (1) artificial onboarding, (2) contextual empathy, (3) ongoing support, (4) physician connectivity, and (5) emergency scenarios. Findings suggest the need to focus on not just the patient, but equally on the VAD caregiver. Design opportunities include the optimisation of both training tools and VAD communication relating to emergency scenario preparation.",medical design; patient relationships; patient-centric design; VAD caregiver
2018,Sampsa Hyysalo; Sofi Perikangas; Tatu Marttila; Karoliina Auvinen,Catalysing Pathway Creation for Transition Governance,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1587&context=drs-conference-papers,"Transition management is one of the key governance methodologies for catalysing vision building, experimentation and pathway construction for sustainability transitions. Its adoption in new country contexts may, however, require redesign. Finnish energy and climate policy already features wide experimentation, visioning and long-term roadmaps. Yet transition arenas could help connect these existing instruments, particularly if redesigned for a mid-range timescale. We improved the path creation toolsets and procedures to create more detailed pathways and analyses of pathway step interrelations. Our path creation system uses magnetic elements that could be easily moved around a large metallic board, a set of procedures and a digitalized counterpart of the board for out-of-the-workshop commentary and reporting. The system was used to create eight mid-range transition pathways and was reported to have facilitated and anchored well the discussions by participants with cross-sectoral backgrounds. Overall, the redesigned system underscores the potential that codesign for sustainability transitions holds, for instance, in developing transition governance instruments further.",transitions; design research; collaborative envisioning; energy
2018,Shelly Mayers,Challenges in Barbadian Design Education – When Graphic Design & Product Development Collide,https://dl.designresearchsociety.org/cgi/viewcontent.cgi?article=1563&context=drs-conference-papers,"The Barbados Community College’s BFA Programme in Graphic Design has been in existence for over 20 years. The year 2009 marked a shift in design application, with pockets of students using graphic design as a catalyst to develop products that are potentially marketable. The current economic climate has made it harder for students to be employed in agencies and studios. One would anticipate that they would follow through in creating new spaces for themselves as designers, i.e. developing products as viable sources of income in a struggling economy, but sadly most do not. Through an exploration of case studies ranging from plush anthropomorphic toy letters, and interactive Caribbean storytelling, there must be some revelation on how best to harness this talent. How should the bridge be built for further training so that the product enters the commercial market? Are there socio-economic and psychological factors, which create this gap in idea to enterprise? The aim of the paper is to investigate why graduates are not pursuing self-initiated projects as profitable business ventures, and to offer viable solutions for how this can be achieved.","product development, graphic design, Caribbean culture, education"
